claim_number;age_of_driver;gender;marital_status;safty_rating;annual_income;high_education_ind;address_change_ind;living_status;zip_code;claim_date;claim_day_of_week;accident_site;past_num_of_claims;witness_present_ind;liab_prct;channel;policy_report_filed_ind;claim_est_payout;age_of_vehicle;vehicle_category;vehicle_price;vehicle_color;vehicle_weight;fraud
12360;37;F;0.0;94;36106;1;1;Own;85005;10/09/2015;Friday;Parking Lot;0;0.0;63;Phone;1;4.100.329.504;5.0;Medium;2.935.497.122;red;1.225.104.881;0
12361;44;M;1.0;88;37845;1;1;Own;50047;07/12/2015;Sunday;Local;0;0.0;17;Broker;1;5.776.797.926;5.0;Large;3.830.062.654;black;9.018.223.369;0
12365;33;F;0.0;59;34965;0;1;Rent;15044;05/04/2016;Wednesday;Local;0;0.0;43;Phone;1;5.056.579.175;6.0;Compact;1.968.757.135;other;3.458.520.515;0
12366;39;M;1.0;67;36646;1;0;Rent;85062;4/22/2016;Friday;Highway;0;0.0;96;Phone;0;7.620.035.365.000.000;6.0;Medium;3.559.873.749;black;7.839.177.183;0
12367;50;M;0.0;92;39119;0;1;Rent;85005;1/15/2015;Thursday;Parking Lot;0;0.0;56;Broker;1;7.226.211.047;4.0;Medium;2.661.550.746;silver;52.104.200.789.999.900;0
12368;56;M;0.0;89;40261;1;1;Own;20120;10/03/2015;Saturday;Parking Lot;0;0.0;2;Broker;1;33.556.576.259.999.900;7.0;Compact;30.082.670.360.000.000;red;32.129.205.560.000.000;0
12370;48;M;1.0;69;38704;0;0;Own;50032;1/16/2015;Friday;Local;2;0.0;75;Broker;1;6.152.188.786;4.0;Large;2.121.396.361;gray;21.353.487.569.999.900;0
12371;52;F;1.0;58;39503;1;0;Rent;80015;5/22/2016;Sunday;Parking Lot;0;0.0;72;Broker;1;37.567.707.450.000.000;5.0;Medium;18.907.885.619.999.900;other;197.313.465;0
12373;58;M;1.0;97;40622;1;1;Rent;20111;12/14/2015;Monday;Local;1;0.0;0;Phone;0;5.055.209.119;3.0;Medium;19.742.626.330.000.000;gray;1.917.601.084;0
12374;32;F;1.0;78;34672;1;1;Own;80016;04/07/2016;Thursday;Parking Lot;0;0.0;82;Phone;0;498.199.867;4.0;Compact;3.387.887.555;blue;19.786.777.319.999.900;0
12376;42;F;0.0;86;37367;0;1;Rent;85051;04/07/2015;Tuesday;Highway;0;0.0;86;Broker;0;67.886.802.099.999.900;3.0;Compact;1.075.615.325;black;24.087.988.719.999.900;1
12377;61;M;1.0;84;41106;0;1;Rent;20120;2/19/2015;Thursday;Local;2;0.0;36;Phone;1;6.600.269.819;6.0;Large;37.455.689.850.000.000;red;9.424.473.801;0
12382;28;M;1.0;80;33342;0;1;Rent;80023;4/18/2016;Monday;Local;2;0.0;11;Broker;1;4.814.260.020.000.000;2.0;Compact;192.935.576;red;4.349.976.644;0
12383;66;F;1.0;71;41895;0;0;Rent;80022;6/24/2015;Wednesday;Local;0;0.0;5;Phone;0;4.119.755.649.000.000;5.0;Medium;20.790.731.069.999.900;red;2.029.683.632;0
12384;30;F;1.0;54;34009;1;0;Rent;85082;11/17/2016;Thursday;Highway;0;0.0;4;Broker;1;6.283.401.017;7.0;Large;1.657.220.575;red;4.786.678.387;0
12387;26;F;1.0;76;32582;0;0;Rent;15003;4/18/2016;Monday;Parking Lot;0;0.0;22;Online;1;4.502.022.979;4.0;Compact;1.631.136.556;white;43.852.428.360.000.000;0
12388;33;M;0.0;57;34965;1;1;Own;50050;10/11/2015;Sunday;Parking Lot;0;0.0;14;Phone;1;34.445.812.659.999.900;2.0;Compact;9.022.456.361;gray;1.911.624.786;0
12389;61;M;0.0;66;41109;0;1;Rent;15045;11/05/2015;Thursday;Local;2;1.0;19;Broker;1;6.139.656.747;7.0;Compact;1.699.734.839;other;37.505.084.780.000.000;0
12390;44;F;1.0;90;37849;1;0;Own;15001;7/20/2015;Monday;Local;0;0.0;40;Broker;0;29.254.245.579.999.900;6.0;Medium;2.500.544.672;gray;3.623.286.193;0
12391;43;F;1.0;51;37612;1;0;Own;50008;10/14/2015;Wednesday;Parking Lot;0;0.0;97;Phone;0;4.238.703.246;2.0;Large;6.021.330.985;red;1.060.317.895;0
12394;47;F;1.0;89;38499;1;1;Own;15024;9/29/2015;Tuesday;Local;0;0.0;50;Broker;0;4.168.138.678;9.0;Compact;175.567.548;other;24.278.131.859.999.900;0
12395;57;M;1.0;50;40441;1;1;Rent;15026;8/17/2016;Wednesday;Local;0;1.0;57;Phone;1;9.709.086.362;5.0;Large;287.806.151;black;26.969.792.569.999.900;0
12396;47;M;1.0;85;38514;1;1;Own;85067;1/13/2015;Tuesday;Local;1;0.0;3;Broker;1;23.094.430.850.000.000;6.0;Large;16.216.636.669.999.900;black;126.201.401;1
12398;36;F;1.0;83;35835;0;0;Own;80102;5/15/2016;Sunday;Parking Lot;0;0.0;4;Broker;1;42.645.803;3.0;Large;2.038.875.287;white;1.177.143.819;0
12399;58;M;1.0;88;40610;1;0;Rent;20116;09/01/2016;Thursday;Highway;0;0.0;100;Broker;0;6.845.538.269;4.0;Large;6.477.266.926;gray;2.608.561.461;0
12404;53;F;1.0;85;39693;1;0;Own;85003;06/10/2016;Friday;Local;2;0.0;92;Phone;0;5.979.147.241;5.0;Large;15.856.945.259.999.900;black;982.558.529;0
12407;39;M;0.0;88;36657;1;0;Own;80015;05/01/2016;Sunday;Highway;0;0.0;34;Broker;0;39.958.483.020.000.000;9.0;Large;36.091.742.139.999.900;red;2.411.715.897;0
12409;37;F;1.0;70;36128;1;0;Own;15025;4/18/2015;Saturday;Parking Lot;0;0.0;31;Broker;0;1.074.675.193;3.0;Medium;453.735.919;white;129.386.228;0
12410;36;M;1.0;61;35825;0;0;Own;80003;5/27/2015;Wednesday;Local;0;0.0;44;Phone;1;7.045.086.888;6.0;Large;223.796.902;gray;3.101.592.054;0
12411;59;M;1.0;63;40772;1;1;Own;50001;8/19/2016;Friday;Parking Lot;0;0.0;92;Broker;1;4.822.356.117;14.0;Compact;2.111.251.531;red;43.573.473;0
12412;40;M;0.0;41;36900;1;1;Own;85046;4/14/2016;Thursday;Local;0;0.0;54;Broker;1;5.759.277.357;6.0;Large;5.565.780.699;black;16.866.490.859.999.900;0
12415;43;F;1.0;91;37603;1;1;Own;85030;5/17/2015;Sunday;Local;2;1.0;9;Broker;1;5.105.626.241;4.0;Large;15.491.683.719.999.900;blue;14.436.228.430.000.000;0
12416;49;M;1.0;89;38923;1;1;Own;50036;7/22/2016;Friday;Local;0;0.0;7;Phone;1;8.396.607.048;6.0;Medium;7.277.097.634.999.990;black;2.931.904.993;0
12417;51;F;0.0;66;39345;1;1;Own;50001;06/09/2016;Thursday;Highway;0;0.0;63;Phone;1;7.038.494.983;8.0;Compact;4.456.682.381;black;9.328.584.863;0
12419;38;F;0.0;70;-1;0;0;Own;50009;04/09/2015;Thursday;Local;0;1.0;90;Broker;1;658.283.663;4.0;Large;29.264.923.919.999.900;red;38.451.435.880.000.000;0
12420;46;M;0.0;95;38292;0;1;Rent;85038;1/17/2015;Saturday;Parking Lot;0;0.0;7;Broker;0;6.183.898.671;8.0;Medium;1.148.434.433;other;4.324.037.065;0
12421;40;F;1.0;71;36881;1;1;Own;80101;12/04/2016;Sunday;Parking Lot;2;0.0;10;Phone;1;2.521.388.512;1.0;Large;4.185.826.516;red;236.525.858;0
12423;28;M;1.0;77;33322;1;0;Rent;20117;10/22/2015;Thursday;Local;0;0.0;42;Online;0;9.668.593.420.000.000;8.0;Medium;1.586.074.006;white;8.639.481.134;1
12424;52;F;1.0;89;39509;0;1;Own;15057;9/21/2015;Monday;Local;0;1.0;66;Broker;1;37.561.039.299.999.900;9.0;Large;3.800.038.136;other;2.457.940.856;0
12425;60;M;1.0;71;40946;1;1;Own;15009;7/13/2015;Monday;Parking Lot;3;0.0;28;Broker;1;6.358.691.652;7.0;Large;3.997.023.654;red;164.015.237;0
12426;65;F;1.0;78;41754;0;0;Own;85018;9/17/2015;Thursday;Local;1;0.0;11;Broker;1;9.433.842.774;10.0;Medium;1.839.364.147;red;36.930.705.689.999.900;1
12427;57;F;1.0;67;40439;1;0;Own;50025;10/16/2016;Sunday;Parking Lot;0;0.0;85;Broker;0;2.659.015.915;3.0;Large;404.271.745;white;19.045.920.019.999.900;0
12428;61;F;0.0;74;41115;1;1;Own;85080;11/16/2015;Monday;Highway;1;0.0;96;Broker;1;3.154.961.316;3.0;Compact;1.978.616.448;silver;15.679.664.980.000.000;0
12429;51;F;1.0;69;39318;1;1;Rent;85055;08/03/2016;Wednesday;Parking Lot;0;0.0;3;Phone;0;5.781.541.002;13.0;Compact;127.815.985;gray;3.739.218.797;0
12430;34;M;0.0;62;35272;1;0;Own;15012;12/19/2015;Saturday;Parking Lot;2;0.0;51;Phone;1;38.599.250.369.999.900;9.0;Compact;18.421.105;red;126.611.054;1
12431;44;M;1.0;64;37853;1;1;Own;85068;11/07/2016;Monday;Parking Lot;0;0.0;88;Phone;0;5.646.281.981;5.0;Large;2.024.804.312;silver;1.463.377.049;0
12432;31;F;1.0;80;34326;1;1;Own;15009;01/08/2016;Friday;Parking Lot;0;0.0;70;Broker;1;1.749.644.692;9.0;Large;1.522.536.073;other;12.266.563.409.999.900;1
12434;54;M;0.0;58;39886;0;0;Own;85015;5/23/2015;Saturday;Parking Lot;0;1.0;50;Broker;1;5.087.929.502;5.0;Compact;3.743.472.425;white;3.949.204.763;0
12438;41;M;1.0;83;37133;0;1;Rent;20132;11/01/2016;Tuesday;Parking Lot;0;0.0;86;Broker;0;256.474.189;5.0;Large;1.636.543.419;silver;24.661.576.559.999.900;0
12439;46;M;0.0;73;38290;1;1;Rent;15060;02/09/2015;Monday;Local;1;0.0;96;Broker;1;1.967.259.895;6.0;Large;2.266.217.039;blue;27.497.087.730.000.000;0
12440;25;M;1.0;64;32192;1;1;Own;80011;8/25/2016;Thursday;Local;1;0.0;18;Online;1;49.120.867.579.999.900;6.0;Compact;9.475.871.443;other;3.674.204.058;0
12441;50;F;1.0;98;39124;1;0;Rent;20143;9/23/2015;Wednesday;Parking Lot;5;;91;Phone;1;7.431.600.778;1.0;Medium;21.711.930.809.999.900;red;2.480.089.064;0
12442;83;F;1.0;83;44196;1;1;Own;15025;11/05/2016;Saturday;Parking Lot;4;0.0;83;Broker;1;5.256.496.967;6.0;Large;14.887.348.759.999.900;white;1.999.668.002;0
12443;64;F;1.0;83;41586;0;1;Rent;50047;7/19/2016;Tuesday;Parking Lot;0;0.0;3;Broker;0;4.775.202.845.000.000;6.0;Compact;2.850.141.624;other;3.613.695.971;0
12444;55;F;0.0;51;40064;0;0;Own;20165;10/21/2015;Wednesday;Highway;1;1.0;56;Phone;1;4.668.796.318;4.0;Compact;4.328.123.988;other;2.262.389.339;0
12446;40;F;1.0;94;36898;1;0;Own;50020;03/01/2015;Sunday;Local;0;0.0;38;Phone;0;2.637.837.133;6.0;Large;17.050.032.330.000.000;blue;3.193.848.025;0
12447;67;M;1.0;53;42052;1;1;Own;85076;04/08/2015;Wednesday;Parking Lot;0;0.0;12;Broker;1;2.556.929.783;4.0;Compact;1.886.773.002;blue;15.247.883.119.999.900;0
12449;66;F;1.0;58;41900;1;0;Rent;20152;07/07/2016;Thursday;Local;0;0.0;50;Phone;0;7.331.634.074;4.0;Medium;1.240.539.313;black;8.221.580.515.000.000;0
12450;51;M;1.0;69;39332;0;0;Own;80106;8/15/2016;Monday;Local;0;0.0;56;Broker;0;7.339.724.686;6.0;Large;4.471.413.956;black;18.783.235.259.999.900;0
12455;38;F;1.0;71;36376;1;1;Own;85007;2/23/2015;Monday;Local;0;0.0;88;Phone;0;1.339.458.892;2.0;Large;2.588.201.485;black;34.425.849.010.000.000;0
12456;39;F;1.0;78;36620;0;1;Rent;50013;5/13/2016;Friday;Parking Lot;0;0.0;99;Broker;0;5.996.571.278;2.0;Compact;33.976.736.710.000.000;gray;2.867.110.877;0
12459;36;F;1.0;44;35836;1;0;Rent;20141;12/06/2015;Sunday;Highway;2;1.0;100;Phone;0;6.732.840.531.999.990;5.0;Compact;2.069.887.738;white;1.616.386.369;0
12462;24;F;1.0;67;31770;1;0;Rent;50001;01/12/2015;Monday;Highway;0;1.0;52;Online;1;39.125.316.869.999.900;7.0;Large;4.248.641.318;gray;30.790.567.160.000.000;0
12463;40;M;1.0;85;36897;0;0;Rent;85013;09/01/2015;Tuesday;Local;0;1.0;22;Online;1;4.186.542.131;4.0;Compact;3.613.481.728;white;6.630.557.242.000.000;0
12464;48;F;1.0;61;38728;1;0;Own;15028;7/23/2016;Saturday;Highway;0;0.0;47;Phone;1;2.462.293.271;8.0;Compact;2.376.437.179;red;2.826.796.153;1
12465;45;F;1.0;82;38058;1;1;Own;15027;04/08/2016;Friday;Local;0;0.0;6;Phone;1;1.978.119.906;4.0;Large;1.846.467.666;red;6.814.766.381.999.990;0
12468;41;F;1.0;86;37139;0;1;Rent;80016;02/12/2016;Friday;Highway;0;0.0;49;Broker;1;10.842.950.209.999.900;1.0;Compact;1.003.945.018;blue;32.043.443.010.000.000;0
12472;49;F;0.0;88;38927;1;1;Rent;50058;11/15/2015;Sunday;Parking Lot;0;0.0;37;Phone;0;1.410.366.988;8.0;Compact;144.599.094;white;3.085.010.608;1
12473;43;M;1.0;61;37613;1;0;Rent;20120;08/07/2015;Friday;Highway;0;0.0;74;Phone;0;5.748.713.849;6.0;Compact;21.573.376.519.999.900;silver;1.398.768.206;1
12475;43;M;1.0;81;37598;0;1;Own;15050;5/30/2015;Saturday;Local;0;0.0;1;Broker;1;2.754.885.784;6.0;Compact;39.391.504.160.000.000;silver;2.384.095.206;1
12476;40;M;0.0;90;36894;1;0;Own;85066;06/08/2016;Wednesday;Highway;1;0.0;15;Phone;1;36.821.341.810.000.000;6.0;Compact;2.978.948.645;black;2.025.099.385;0
12478;47;M;1.0;61;38493;1;0;Own;80109;08/10/2015;Monday;Highway;0;0.0;71;Phone;1;4.717.827.171;6.0;Large;5.736.062.665;red;1.915.140.495;0
12480;23;F;0.0;58;31358;1;1;Rent;15006;06/09/2016;Thursday;Local;1;1.0;6;Online;1;7.768.009.522;1.0;Large;26.658.646.259.999.900;other;33.694.803.830.000.000;0
12481;62;M;1.0;73;41279;1;1;Rent;80024;03/07/2016;Monday;Local;2;0.0;94;Broker;1;4.970.285.521;7.0;Compact;1.355.797.485;other;2.373.264.087;0
12482;40;M;1.0;93;36896;1;0;Own;20131;11/30/2016;Wednesday;Local;0;0.0;73;Broker;1;3.016.877.216;3.0;Large;1.540.430.584;gray;2.655.978.829;0
12483;39;M;1.0;85;36625;1;0;Rent;80101;9/27/2015;Sunday;Parking Lot;0;0.0;93;Phone;1;5.806.622.052.000.000;2.0;Large;7.324.387.245.999.990;white;1.700.870.171;0
12484;33;M;1.0;89;34953;0;0;Own;85073;8/19/2016;Friday;Local;0;0.0;25;Phone;0;5.186.803.874;3.0;Large;14.576.766.269.999.900;silver;1.622.608.149;0
12485;45;M;0.0;41;38062;1;1;Rent;85024;10/09/2016;Sunday;Local;0;1.0;35;Broker;1;5.653.155.337;7.0;Compact;1.612.974.301;blue;237.598.469;0
12487;40;M;1.0;89;36893;0;0;Own;50021;03/09/2016;Wednesday;Local;0;0.0;3;Phone;0;6.108.187.771;6.0;Compact;3.149.915.632;gray;19.378.464.669.999.900;1
12488;40;F;1.0;84;36887;1;0;Rent;80040;10/23/2016;Sunday;Parking Lot;0;0.0;29;Phone;0;8.134.266.786;1.0;Large;30.827.047.810.000.000;gray;4.393.133.615;0
12489;58;M;1.0;73;40612;1;0;Rent;80017;09/09/2016;Friday;Local;1;1.0;34;Broker;1;751.319.175;6.0;Compact;23.492.454.319.999.900;black;9.173.269.561;0
12490;79;M;0.0;77;43704;1;0;Own;20135;11/22/2015;Sunday;Local;0;1.0;21;Online;0;3.853.857.778;4.0;Compact;3.159.128.517;white;1.893.373.172;0
12491;52;F;1.0;92;39531;1;0;Own;15022;10/05/2015;Monday;Highway;0;0.0;100;Broker;1;204.096.881;4.0;Compact;2.000.225.132;gray;1.715.769.138;0
12493;41;M;1.0;75;37128;1;0;Own;80045;10/29/2015;Thursday;Local;0;0.0;9;Broker;1;67.577.446.230.000.000;3.0;Large;2.163.806.036;other;23.078.053.969.999.900;1
12496;28;F;1.0;73;33314;0;0;Rent;50035;12/30/2016;Friday;Local;1;1.0;92;Phone;1;6.436.968.247;3.0;Medium;2.669.247.218;red;308.546.034;0
12498;48;M;1.0;78;38711;0;0;Own;85070;10/19/2015;Monday;Local;0;1.0;17;Phone;1;5.352.904.258;5.0;Compact;2.411.971.541;silver;2.284.612.975;0
12499;50;M;0.0;83;39088;1;1;Rent;85077;11/09/2015;Monday;Parking Lot;0;0.0;97;Broker;1;4.135.591.983;3.0;Compact;1.189.803.156;black;27.388.664.810.000.000;0
12501;48;F;0.0;84;38715;1;0;Own;85038;3/27/2016;Sunday;Parking Lot;3;0.0;1;Phone;1;8.421.643.666;4.0;Medium;26.061.261.169.999.900;white;318.024.389;0
12502;61;M;1.0;88;41119;1;1;Rent;20115;01/10/2016;Sunday;Parking Lot;0;0.0;54;Broker;0;2.872.277.312;6.0;Large;2.907.309.805;other;280.784.971;0
12505;65;M;0.0;73;41735;1;1;Own;85014;3/24/2016;Thursday;Parking Lot;0;0.0;69;Broker;0;3.935.993.576;4.0;Medium;15.391.678.769.999.900;gray;2.100.954.477;0
12506;44;F;1.0;78;37834;1;0;Own;20158;01/08/2015;Thursday;Local;0;1.0;3;Broker;1;3.615.414.075;6.0;Large;17.343.648.830.000.000;silver;242.224.903;0
12507;53;F;1.0;67;39710;1;0;Rent;20105;5/15/2015;Friday;Local;0;0.0;95;Broker;1;22.830.360.149.999.900;4.0;Medium;79.620.853.099.999.900;other;9.875.755.265;0
12510;68;M;1.0;89;42174;1;0;Rent;20148;04/02/2015;Thursday;Local;1;0.0;52;Broker;0;46.382.916.159.999.900;4.0;Large;7.512.368.045;silver;1.696.488.005;0
12511;30;F;1.0;90;34011;1;0;Rent;20117;06/07/2015;Sunday;Local;0;0.0;98;Broker;0;6.965.844.729;5.0;Large;4.880.376.561;red;2.678.151.755;0
12513;38;M;0.0;65;36373;1;1;Own;50048;05/08/2016;Sunday;Parking Lot;0;0.0;4;Phone;1;6.381.314.311;3.0;Medium;29.824.255.110.000.000;red;13.496.922.869.999.900;0
12514;59;M;0.0;80;40783;1;1;Own;50050;11/15/2015;Sunday;Parking Lot;0;0.0;0;Broker;1;8.527.048.026.999.990;6.0;Large;9.584.258.064;other;3.348.641.147;0
12516;45;F;1.0;35;38058;1;1;Own;85019;8/21/2016;Sunday;Local;0;0.0;16;Phone;0;28.167.216.510.000.000;2.0;Compact;9.466.552.167;blue;1.993.889.175;0
12517;73;F;1.0;55;42919;1;0;Own;20101;11/13/2016;Sunday;Parking Lot;1;0.0;76;Broker;1;7.303.722.352;2.0;Medium;28.600.228.710.000.000;silver;2.482.745.175;0
12518;37;F;1.0;75;36115;1;0;Rent;15009;07/03/2015;Friday;Local;0;1.0;71;Phone;1;5.359.779.179;6.0;Medium;2.485.107.684;red;301.720.089;0
12519;37;M;0.0;75;36117;0;1;Rent;50052;10/02/2016;Sunday;Highway;1;0.0;0;Phone;1;80.873.058.439.999.900;6.0;Medium;2.674.454.105;red;1.656.204.901;1
12521;59;F;1.0;92;40777;0;0;Own;80004;10/02/2016;Sunday;Parking Lot;0;0.0;51;Broker;0;50.010.384.109.999.900;6.0;Medium;3.802.679.511;blue;2.608.681.899;0
12522;20;M;0.0;79;29972;1;1;Rent;20119;01/06/2016;Wednesday;Highway;1;0.0;10;Phone;1;8.608.756.615;3.0;Large;3.212.582.524;gray;2.051.254.757;1
12523;54;M;1.0;86;39886;1;0;Rent;50035;12/15/2016;Thursday;Local;3;1.0;91;Broker;1;5.707.821.115;1.0;Medium;1.679.101.623;blue;27.290.254.460.000.000;0
12525;37;F;0.0;56;36093;1;0;Rent;50022;12/22/2015;Tuesday;Local;1;0.0;94;Broker;1;31.832.889.809.999.900;7.0;Compact;1.232.260.872;silver;2.769.931.263;0
12527;56;M;1.0;90;40264;0;1;Rent;50047;1/28/2016;Thursday;Parking Lot;0;0.0;87;Broker;0;20.122.877.039.999.900;3.0;Compact;1.200.543.059;other;23.878.461.919.999.900;0
12530;51;F;0.0;67;39310;1;1;Rent;20116;03/05/2015;Thursday;Highway;0;0.0;79;Phone;1;7.388.932.369;5.0;Large;2.835.623.308;black;3.044.139.832;0
12532;39;F;1.0;83;36640;1;1;Own;20159;10/19/2016;Wednesday;Parking Lot;0;1.0;48;Phone;0;3.613.311.493;10.0;Compact;16.452.262.740.000.000;red;3.391.139.574;0
12535;23;M;1.0;87;31370;0;1;Rent;15052;2/14/2016;Sunday;Local;0;0.0;22;Online;1;9.991.515.373;5.0;Large;37.530.829.260.000.000;gray;3.899.507.694;0
12541;43;M;0.0;88;37611;1;0;Own;80106;04/05/2016;Tuesday;Local;0;0.0;4;Broker;0;511.509.561;5.0;Compact;7.620.168.309.000.000;silver;178.947.502;0
12542;68;F;1.0;71;42207;1;0;Own;15025;07/07/2015;Tuesday;Local;0;1.0;50;Broker;1;5.297.362.934.000.000;6.0;Large;1.412.717.645;gray;332.773.964;0
12543;59;F;1.0;81;40798;1;0;Own;15049;05/06/2016;Friday;Local;1;0.0;54;Broker;1;2.752.547.951;7.0;Compact;26.760.622.180.000.000;white;2.322.596.096;0
12546;40;M;1.0;89;36885;1;1;Own;15020;5/26/2016;Thursday;Local;4;0.0;1;Broker;1;4.379.410.750.999.990;3.0;Large;1.150.175.084;white;2.675.446.877;1
12547;56;M;1.0;67;40249;0;0;Rent;80011;10/14/2016;Friday;Parking Lot;1;0.0;88;Phone;1;9.119.793.521;1.0;Compact;337.010.802;gray;144.606.556;0
12549;59;M;1.0;78;40778;0;1;Rent;20158;7/18/2015;Saturday;Local;1;0.0;100;Broker;0;3.382.916.818;4.0;Medium;1.920.917.133;silver;10.604.472.029.999.900;1
12552;41;F;1.0;67;37128;1;1;Own;15059;04/06/2016;Wednesday;Highway;1;1.0;60;Broker;1;1.435.202.772;5.0;Large;1.962.057.291;white;1.031.117.378;0
12553;52;F;1.0;84;39508;1;1;Rent;80046;11/08/2015;Sunday;Local;2;0.0;50;Broker;1;3.564.251.112;7.0;Large;1.257.595.284;gray;2.416.811.809;0
12554;52;F;1.0;57;39520;1;1;Own;20160;6/18/2015;Thursday;Highway;0;0.0;0;Phone;0;1.902.592.711;9.0;Medium;1.628.472.402;red;2.758.889.747;0
12556;47;F;0.0;88;38494;1;1;Own;50001;4/17/2016;Sunday;Highway;0;0.0;5;Broker;0;6.812.807.608;4.0;Compact;27.939.193.089.999.900;black;1.819.127.277;0
12557;49;M;1.0;82;38912;1;1;Rent;20104;4/23/2016;Saturday;Local;0;0.0;12;Phone;1;3.022.954.854;7.0;Medium;1.350.796.728;other;1.933.048.521;1
12560;53;F;0.0;54;39694;1;0;Rent;15046;5/18/2016;Wednesday;Highway;0;0.0;36;Broker;0;6.363.741.687;10.0;Medium;2.582.343.763;white;208.862.027;0
12561;26;M;0.0;61;32590;1;0;Rent;50038;6/26/2016;Sunday;Local;2;0.0;99;Online;1;3.081.753.103;4.0;Medium;119.371.808;blue;3.294.495.489;0
12562;46;M;1.0;92;38301;1;0;Own;80024;7/20/2016;Wednesday;Local;0;0.0;96;Broker;0;2.896.010.123;5.0;Medium;12.746.295.329.999.900;black;2.034.597.784;0
12564;32;M;1.0;77;34648;0;1;Rent;85035;11/13/2015;Friday;Local;1;1.0;23;Phone;1;3.464.848.975;3.0;Large;239.203.439;red;2.127.437.709;0
12565;49;F;1.0;66;38915;1;0;Own;50041;02/11/2016;Thursday;Local;0;0.0;66;Broker;0;38.247.539.880.000.000;3.0;Compact;1.664.370.505;red;9.681.537.854;0
12566;53;F;0.0;75;39706;1;0;Rent;50025;11/30/2016;Wednesday;Local;0;0.0;50;Phone;0;5.895.079.398;3.0;Large;4.068.511.546;gray;3.262.658.908;0
12567;45;M;1.0;56;38073;0;0;Own;15035;02/03/2016;Wednesday;Local;0;0.0;6;Broker;0;2.708.707.244;5.0;Medium;2.567.639.699;blue;5.104.577.044;0
12568;48;M;0.0;67;38712;1;0;Own;20132;10/31/2015;Saturday;Parking Lot;3;0.0;100;Phone;1;7.010.861.274;7.0;Compact;9.049.763.293;white;1.900.453.475;0
12570;38;M;1.0;85;36377;1;0;Own;50001;2/28/2016;Sunday;Parking Lot;1;0.0;50;Broker;1;539.043.228;4.0;Compact;2.980.898.212;white;113.254.923;0
12571;37;M;0.0;87;36098;1;1;Rent;50056;5/29/2016;Sunday;Local;0;0.0;64;Broker;0;5.688.843.182;4.0;Large;8.385.405.861;red;2.264.823.746;0
12573;62;F;0.0;63;41287;0;1;Own;15001;01/02/2016;Saturday;Local;0;0.0;70;Broker;0;57.753.041.140.000.000;6.0;Medium;15.273.514.869.999.900;blue;13.359.073.470.000.000;1
12575;37;M;0.0;69;36115;0;0;Rent;80002;11/17/2015;Tuesday;Parking Lot;0;0.0;8;Phone;0;5.918.241.899.000.000;4.0;Medium;2.116.020.655;black;3.190.574.293;0
12576;44;F;1.0;81;37836;0;1;Own;20152;12/12/2015;Saturday;Local;0;0.0;93;Broker;1;386.101.395;3.0;Medium;2.257.156.916;red;9.655.885.720.999.990;0
12577;51;M;0.0;71;39328;0;0;Own;20131;08/03/2015;Monday;Local;0;0.0;11;Phone;0;5.608.414.199;7.0;Compact;2.374.703.424;red;1.740.623.763;1
12578;48;F;1.0;91;38718;1;0;Rent;80038;01/10/2016;Sunday;Local;0;0.0;91;Broker;0;6.759.801.678;7.0;Compact;14.605.573.690.000.000;other;1.639.300.274;0
12579;42;F;1.0;90;37384;1;0;Own;50055;02/08/2016;Monday;Parking Lot;0;0.0;100;Phone;0;6.397.022.288;3.0;Compact;8.056.167.552;red;31.337.428.689.999.900;0
12583;36;F;1.0;83;35831;0;1;Own;85027;11/20/2016;Sunday;Local;0;0.0;8;Phone;1;1.257.176.081;3.0;Large;2.029.957.386;white;3.289.273.361;1
12585;61;M;1.0;91;41111;1;0;Own;50011;09/01/2015;Tuesday;Local;0;1.0;21;Broker;1;2.834.593.552;5.0;Large;1.867.594.589;blue;6.184.756.518;0
12586;54;M;1.0;76;39890;0;1;Rent;50039;12/15/2016;Thursday;Local;0;0.0;4;Broker;0;4.167.101.151;3.0;Compact;4.309.752.403;other;3.282.968.008;0
12587;55;F;1.0;55;40063;1;0;Own;50021;1/17/2016;Sunday;Local;0;0.0;85;Broker;0;5.178.598.184;7.0;Large;1.966.148.076;white;3.909.865.241;0
12589;43;F;1.0;79;37609;1;0;Own;15010;7/13/2015;Monday;Highway;0;1.0;100;Broker;1;5.117.716.249;6.0;Medium;2.959.441.993;red;2.279.496.362;0
12590;43;F;1.0;78;37627;1;0;Rent;50012;10/16/2015;Friday;Local;0;0.0;32;Phone;1;2.695.446.139;8.0;Large;36.606.702.860.000.000;silver;4.411.726.448;0
12591;47;M;1.0;71;38484;1;0;Own;80017;8/14/2015;Friday;Local;0;0.0;50;Broker;0;2.738.875.893;3.0;Large;5.320.355.863;gray;14.731.789.880.000.000;0
12592;48;F;1.0;84;38698;1;1;Rent;85009;6/21/2016;Tuesday;Highway;0;0.0;52;Phone;0;11.233.002.779.999.900;8.0;Medium;31.981.662;gray;24.250.841.809.999.900;1
12593;56;F;1.0;66;40268;0;0;Own;50003;10/04/2015;Sunday;Local;1;0.0;50;Broker;1;25.513.032.949.999.900;3.0;Medium;2.847.775.166;blue;1.137.515.715;0
12596;40;F;1.0;49;36876;1;1;Own;85070;04/12/2015;Sunday;Local;0;0.0;13;Broker;1;6.210.562.263.000.000;7.0;Compact;1.379.369.805;silver;5.677.238.136;0
